# id	npc_id	npc_level	affiliated_area_id	loc_x	loc_y	loc_z	raid_desc
316	25856	96	97	0	0	0	"One of the four disciples that were created by Etis van Etina (the head of Embryo) using Seven Signs. She has a twin sister, Maliss, who is also one of the four disciples. She is a Magus that represents Punishment Power of the Seal among the Seven Signs. She protects Altar of Shilen for Shilen's Awakening and is responsible for guarding the power. "
317	25855	96	97	0	0	0	"One of the four disciples that were created by Etis van Etina (the head of Embryo) using Seven Signs. She has a twin sister, Isadora, who is also one of the four disciples. She is a Dark Healer that represents Avarice Power of the Seal among the Seven Signs. She protects Altar of Shilen for Shilen's Awakening and is responsible for guarding the power. "
318	25796	98	97	0	0	0	"A Beleth' Minion. Beleth summoned the twin monster Veridan from the end of hell in order to eliminate the outside influences that approach Witch Parme and newly placed Veridan in the Emerald Square of Crystal Caverns. They are uncontrollable monsters since they don't have any sense of self. Their move is completely ordered by Beleth - they only respond to each other and living creatures. "
319	25797	98	97	0	0	0	"A Beleth' Minion. Beleth summoned Kechi from the end of hell in order to eliminate the outside influences that approach Witch Parme and newly placed Kechi in the Steam Corridor of Crystal Caverns. Kechi has the ability to freely handle fire and to control numerous subordinates. "
320	25799	98	97	0	0	0	"A Beleth' Minion. Beleth summoned Michaela from the end of hell in order to eliminate the outside influences that approach Witch Parme and newly placed Michaela in the Coral Garden of Crystal Caverns. Unlike her beautiful appearance, she enjoys brutal killings. She has the ability to distinguish good from bad in creatures. "
321	29197	99	97	78323	-181723	-98	"A messenger of hell who was sent to the material world by Shilen in order to complete the Great Sacrifice. Hell's Gate. He makes offerings by dazing creatures and sends them to Shilen in the world of spirits through his own mouth. "
322	25745	92	97	0	0	0	"The leader of the Fairies that became corrupted by the influence of 'Decaying Darkness', Shilen's 10th lord. He is in a state where 80% of his self is lost, but sometimes his mentality returns to a normal state. Fairy Settlement is also impacted by his influence and now possesses evil energy."
323	25758	95	97	0	0	0	"The leader of the Fairies that became corrupted by the influence of 'Decaying Darkness', Shilen's 10th lord. He is in a state where 80% of his self is lost, but sometimes his mentality returns to a normal state. Fairy Settlement is also impacted by his influence and now possesses evil energy."
324	25785	88	97	0	0	0	"A baby of Earth Wyrm from its egg. It is located in a deep place of Mithril Mines. It is not as huge as Earth Wyrm but has sizable mass, powerful destruction, and strong poison. It's supposed to grow more, but hatched earlier than schedule because of the blood that seeped into the mines. "
325	25875	88	30	-17784	12526	-32	One of the followers of Shilen in the continent. It followed the trace of Blood of Shilen to the altar of evil creatures. It is a form of mutation from Banshee Queen.
326	25779	94	30	0	0	0	"An exile place for Giant Spezion who rebelled against God Einhasad. He is permanently asleep underground of Ancient City Arcan. The deep place of Ancient City Arcan is his exile location, and he makes the humans who visit him experience what he went through in the past."
327	25775	94	30	213732	115288	-8	This monster possesses the ancient theoretical life power. It became corrupted and mutated by the influence of the Lord of Decaying Darkness.
328	25870	43	30	-29304	168824	-38	This monster was induced during the trading with the continent. It was influenced by the Lord of Decaying Darkness.
329	25871	43	30	-27095	182500	-36	This monster was induced during the trading with the continent. It was influenced by the Lord of Decaying Darkness.
330	29194	98	30	0	0	0	"Once a Human hero that took part in Spezion's rebellion, he betrayed the rebel forces under the persuasive influence of Paulina the Angel, and was subsequently named the keeper of Orbis Temple. But with the breakage of the Seal of Shilen and the awakening of Decaying Darkness, he has been shaken from his eternal sleep under the grace of the gods and fallen to madness.  "
331	29218	99	30	0	0	0	"This evil creature was made by Beleth in order to suppress Sintagui Island. Balok who can open the door to hell by using Belakia that he inherited from Beleth, gives Lunacy of Limit by summoning Hell's Disciple to those who can invade his territory."
332	25809	59	97	0	0	0	"This high rank sorcerer led the Baium's Tower of Insolence construction. After the tower was collapsed, he resurrected by the dark arts that he bestowed upon himself. But due to serious side effects from the dark arts, his body became rotten and his soul was corrupted. As a high rank sorcerer, he still has the techniques but is possessed with lunacy. He kills everyone who invades the tower.   "
333	25811	62	97	0	0	0	"This high rank sorcerer led the Baium's Tower of Insolence construction. After the tower was collapsed, he resurrected by the dark arts that he bestowed upon himself. But due to serious side effects from the dark arts, his body became rotten and his soul was corrupted. As a high rank sorcerer, he is seeking the blood from those who invade the tower in order to reproduce his rotten body. "
334	25813	66	97	0	0	0	"This high rank sorcerer helped the Baium's Tower of Insolence construction. After the collapse of the tower, she resurrected by consuming the blood and soul of the victims who were buried under the tower.  As corrupted as she can be, she is seeking the blood from those who enter the tower in order to maintain her body. "
335	25815	70	97	0	0	0	"This evil creature was made from the sacrifice of a high rank sorcerer's soul and blood who was killed and buried under the tower. The sorcerer gained a new body but couldn't stop the corruption of his soul during that process. "
336	25816	72	97	0	0	0	"Baium wanted to make angels who can protect him like Einhasad. But the cruel and evil creature with black wings that was made from the high rank magic and medicine did not obey him. Even at the time of Baium's death, the creature mocked him and flew above the tower. Because of the magic that Baium bestowed, he cannot leave the tower and is dependent on the limited supply of prey. "
337	25818	75	97	0	0	0	"Baium wanted to make angels who can protect him like Einhasad. But the evil creature that was made from the high rank magic and medicine resembled the appearance of angels. Not only it did not obey Baium but also it went on a rampage of killing regardless the target is its enemy or friend. Because of the magic that Baium bestowed, he cannot leave the tower and is dependent on the limited supply of prey. "
338	25820	75	97	0	0	0	"Baium wanted to make angels who can protect him like Einhasad. But the evil creature that was made from the high rank magic and medicine resembled the appearance of angels. Not only it did not obey Baium but also it went on a rampage of killing regardless the target is its enemy or friend. Because of the magic that Baium bestowed, she cannot leave the tower and is dependent on the limited supply of prey. "
339	25882	88	97	0	0	0	"One of the 3 demons that guard the Kartia's Labyrinth, which came through the dimensional rift on orders from Shilen from the Abyss of Hell. It is a high-ranking demon and it is often called the demon of greed."
340	25883	93	97	0	0	0	"One of the 3 demons that guard the Kartia's Labyrinth, which came through the dimensional rift on orders from Shilen from the Abyss of Hell. It is a high-ranking demon and it is often called the demon of jealousy."
341	25884	98	97	0	0	0	"One of the 3 demons that guard the Kartia's Labyrinth, which came through the dimensional rift on orders from Shilen from the Abyss of Hell. It is a high-ranking demon and it is often called the demon of gluttony."
342	25886	97	16	48232	147384	-34	"A once-criminal punished by death for high treason, he has returned to life by feasting on Shilen's blood soaking the Execution Grounds.  Driven to madness by the blood, he has become the watchman of Guillotine Fortress, overseeing the monsters in the area."
343	25887	97	16	43151	144689	-31	"An undead monster created by Shilen's blood seeping into the body of a criminal who has gone mad from the tortures practiced in the fortress. Seized by the hallucinations from the blood, he seeks to kill everything in sight to complete the Great Sacrifice for the darkness and bring Shilen to resurrection."
344	25888	97	16	44970	155903	-10	"The executor who killed countless innocent peasants during the Peasant Riot. Under the orders of Duke Ashton, who was lord of the castle at the time, he was slaughtering even the families of the dead who came for the bodies when he was murdered in turn. Cursed with eternal restlessness for the sins he had committed, he continues to roam the Execution Grounds even after death. "
345	25892	97	16	44970	155903	-10	"Guillotine, who was an executor at the Execution Grounds, has turned into Guillotine of Death after drinking the blood of Shilen soaking the Execution Grounds. Haunted by hallucinations from Shilen's blood and striving to resurrect Shilen,  he has begun not only overseeing the criminals around the area but also sending off the blood they gathered to the Dark Spirit Underworld."
346	25902	96	97	-103142	48418	-315	"Giant golem created by Dr. Chaos to excavate the Nornil Ruins. This Detector Golem is equipped with attack functions as well, and is a complete collection of all of Dr. Chaos' technological wonders."
346	25901	96	97	-119541	87169	-125	Leader of the Spiculas that activated the Intruder Elimination Project under Mother Nornil's orders. This prototype Spicula is emotionless and almost machine-like. It is currently creating mutations in various machines by spreading the Laido Virus.
